,Name,reviewContent,rating,SentimentLabel
27,Jaffa Bakery,"If this review ends abruptly, it's because I fell asleep after eating their wonderful turkey sandwich. They have REAL freshly made turkey sandwiches (they bake and hand carve Turkeys daily).. You can pick white or dark meat, or both.  You can pick to put it on a roll, bagel, sub, etc.  You can pick from a number of toppings (I go for the very messy dijon, mayo, cranberry, swiss cheese, lettuce, tomato combination).. They have a $6+tax turkey sandwich+drink+chips.  I always get a sandwich, chips, and banana instead. Hard to beat this deal! They also have falafel and skewers but I've never tried",5,Negative
28,Jaffa Bakery,"Nothing better than grabbing a giant, fresh out of the oven, bagel and cream cheese for $1.75.   Although I have encountered a line on a few occasions, the great staff keeps it moving pretty quickly.  Good selection of bagels and spreads as long as you are there before 10am.  Otherwise, you get the leftovers and it doesn't feel as fun.",4,Positive
29,Jaffa Bakery,"I pop into Jaffa whenever I work in the 'Concourse', a.k.a. the 225 W. Wacker building. This is one of those places that has a sort of limited menu, but everything they do is done well. Bagels and coffee - with a smile and a flirt! Turkey sandwiches - seem to be their specialty, what with the giant carcass of the unwitting bird on display - yuuuuummy and giant. Juice bar - nice, and hard to find a no-frills one like this, v. nice.",3,Positive
30,Jaffa Bakery,"Any bagel, any cream cheese = $2 even. The jalapeño cheddar, toasted, with smoked salmon cream cheese is my favorite. The bagel tasted fresh, the cream cheese had little flakes of salmon (not pureed to a uniform pink). I've probably already exhausted everything I can say about this bagel. Summary: it was tasty, and cost me $2. Unless you work in the 225/233 N. Michigan Ave building, or use the pedway to pass through it, you won't spot this from the street. If you enter through the revolving doors under the large red awning, go up the escalators and make a left past Starbucks.",4,Negative
31,Jaffa Bakery,"I come here nearly every day for a breakfast bagel and cream cheese.  The staff gets easily overwhelmed because the ordering system needs some adjustments, but they work hard and at least twice a week I leave a $1 tip. However, I find the $4 minimum totally annoying.  While apparently such minimums are (as of recent legislation) no longer illegal, I think they are a bad policy when you have a daily customer who pays cash day after day.  Only twice in almost a year of going to Jaffa bagel every weekday morning have I asked to use my debit card for the $2 transaction.  This morning, the reason I only had $1 in my wallet was because I gave Jaffa bagel employees a $1 tip yesterday! The manager readily accommodated my request this time, but the counter employees seemed flustered by my request t",4,Negative
32,Jaffa Bakery,"Wow. I have to say, this place really surprised me. Looking at the reviews I was a bit skeptical. I don't know what's up with all the 'bad customer service' comments here but I got treated pretty dang good and it was busy. So no complaints about that from me.. Now onnnnn to the good stuff. Prices are pretty decent for being a downtown spot. Everything here was pretty fresh looking. I ordered the turkey sandwich on a kaiser roll. Mix of white and dark meat for me, please. Cranberry sauce, swiss cheese. Oh, yum. The sandwich was sooooo fresh and that turkey. Oh, the turkey. Better than my Momma's thanksgiving bird. Juicy & flavorful. Seriously, fresh oven roasted turkey sandwich, where can you get that nowadays? Price is beyond reasonable. On to the juice. Freshly squeezed baby. I ordered an",5,Positive
33,Jaffa Bakery,Love their bagels and cream cheese!,5,Positive
34,Jaffa Bakery,"No. No. No.   Do not prepare falafel pita sandwiches on the same cutting board as your juice-dripping turkey sandwiches.   Are you serious ?   Crazy.   I had to walk away.  Disgusting.   Also, a very strange combination of offerings:  falafels and turkey sandwiches.   Odd and more crazy.   Vegetarians, steer clear.",1,Negative
35,Jaffa Bakery,Amazing bagels and delicious cream cheese for only $2??? What's not to love?! Seriously fantastic breakfast food and their lunch sandwiches are out of this world ... do yourself a favor and go to Jaffa!,5,Positive
36,Jaffa Bakery,"Two things you should know about Jaffa Bagels: 1, it's kind of hard to find.  If you stand on Michigan Avenue, you will not be able to see it.  Even if you walk into the lobby of the building numbered 225/205 Michigan Avenue, you will not be able to see it.  Only if you ascend the escalator, turn left, and start walking down a hallway past the Starbucks will you see it.  Which brings us to . . . . 2, it doesn't open until 11 a.m.  I understand that in Chicago, bagel beggars can't be choosers, but aren't there many people who consume bagels for breakfast?  I really would have thought so.  Luckily, the Dunkin' Donuts down the hall was open, so we went there.",2,Negative
37,Jaffa Bakery,"Ever since I started my new job across the street, hardly a day has gone by without one of my coworkers mentioning / raving about / drooling over the deliciousness that is Jaffa.  I'd tried the bagels (yummy, piping hot, and fast!), but i had not yet tried the famous turkey sammich- until today!  Oh boy is it tasty!  It's everything they said it was and more- a French roll piled high with plump hunks of real turkey and my choice of condiments.  This lunch spot gets extra points in my book for not immediately asking if I want 'mayo, mustard, hot peppers' on my sandwich.",4,Negative
38,Jaffa Bakery,"I agree that the falafel is good, but the hot turkey sandwich is really good so I've been eating lunch here a lot. As Mike says it's very fresh tasting. The good thing about it is that it's a pretty cheap meal option as well.",4,Positive
39,Jaffa Bakery,"I've been searching for 'the one': the mythical falafel sandwich in the loop that has been prophecized to slay hunger and deliver deliciousness to the beautiful princess (me), who's been trapped in the tower with the evil Corner Bakery for many bleak, weary wintery months. Other falafel sandwiches have tried and come up short- falafels too gritty, wrong/goopy combination of toppings, too far away from the office, etc.   I've passed by this place many times on my quest (it's easy to miss- downstairs with the Roma Pizza and Dunkin Donuts), although today was the first time that our paths crossed.  I asked the Oracle if this falafel sandwich might be the one (read: I ate it).  The answer: this is not the one.  However, with the right amount of training (use a thicker pita that does not fall a",3,Negative
40,Jaffa Bakery,"My favorite sketchy lunch place, Yogurt and More, has a new neighbor...Jaffa Bakery. I've been here a few times for lunch now and it's pretty good. So far I've tried the vegetrian plate and the falafel sandwich...great falafel! It's fast and affordable...I usually take it back to the office since the food court area is pretty gross and I'd rather not eat there!",4,Negative
41,Jaffa Bakery,the turkey theme is weird. The falafel sandwich is barely passable and the veggie plate is ok. i go here on those cold days where i can walk across the walkway and pick up a bite without having to dress up to go outside. UPDATE: can no longer look past the gruesome dead turkey display. flesh is flying everywhere including into the falafel. ick.,1,Negative
42,Jimmy Johns,"After calling two other Jimmy Johns in the area, this JJ came through and delivered to our temporary box office tent for Lollapalooza at Congress & Columbus. PROPS!!!!!! And, oh yeah, the food was so tasty, too. :)",5,Positive
43,Jimmy Johns,"BUY ER BEWARE my CREDIT CARD AND PERSONAL INFORMATION WAS STOLEN from here after my last order.... store #1037 225 N Michigan AVE I have been a huge fan of Jimmy Johns for a long time.  Great food and fast, consistent delivery, until I found out that my credit card, and personal information had been stolen after this last order. ALL of my credit card information, name, address ect, were stolen to make a fraudulent XBOX live account, which charged 74.99 to my debit card. The reason that I suspect that is was someone employed at this location, is this account was created and closed the same evening of my Jimmy John's order.  The reason I suspect that it is someone employed at this location, is because it is the only instance that someone would have had access to not only my credit card infor",1,Negative
44,Jimmy Johns,What can I say.    I was lazy today and ordered delivery.    Thanks from bringing me my Big John lightning fast.    Too bad Dominos isn't this fast.   3 stars is a solid rating.    I'll keep ordering from here.,3,Negative
45,Jimmy Johns,"I was downtown today and walking back to the el hoping to find a Pot Belly when I was pleasantly surprised to see this Jimmy Johns. I walked in a 11:40am and it was empty, so I figured I could get a little work done while I ate. Since there was no one there, I got my sandwich before my credit card was even processed and I took my seat to be surprised there is no wifi in the restaurant. Sandwich was good (they piled on the sprouts) and great for a quick eat, but if you are going there for wifi....no dice.",3,Negative
46,Jimmy Johns,"WTF Jimmy John??? Your sandwiches suck, that's WTF! Not that the sandwiches taste bad, but for $6 I got a ham sandwich that I could have made at home for $.75. The sandwich was cold the bread was hard and it had more lettuce than ham. And don't get me started on the fact that you guys don't supply pickles!!! I gave Jimmy Johns and extra star because, like the commercials state, they are fast. Minus one star for the surly service. Yea, I hate my job too, but suck it up because customers don't care if you hate you job or not. Forgive me Potbelly's for my indiscretion, I will never stray again!",2,Negative
47,Jimmy Johns,"There is nothing wrong with this particular Jimmy Johns. I just am not a fan of Jimmy Johns in general. The only thing that Jimmy Johns has going for it is the speed with which they make the sandwiches. They slop that meat and bread together in seconds. Amazing. Then you bite into the sandwich and it is far from amazing. If I want a cold sandwich, I'll go to Subway. At subway I get to choose from tons of toppings (olives, peppers, cucumbers...yum) and I get oil and vinegar as well. If I want a really good sandwich, I'll go to Pastoral or Goodwin's. There's just nothing special about Jimmy Johns. Potbelly's is superior to Jimmy Johns. At Potbelly's I can get delicious shakes and my beloved oatmeal cookies. To each his own. Jimmy Johns just isn't for me.",3,Positive
48,Jimmy Johns,"I loves me a Vito with mayo and Thinny Chips.  My absolute favorite lunch cheat on Weight Watchers.  Totally worth the inflated prices of JJ's for the bread alone -- finally a sub roll with decent crust and good chewiness in a chain restaurant.     What I don't love is the inconsistency of this location (and attitude!) when I go there in off hours.  Like 2:30 pm-ish today for example.  Kinda wack but it seems like the food and service is way better during the 11 am - 1 pm crowded lunch time.  You're in, you're out, you're on your way.  The order comes out perfect every time.   Not so at 2:30 pm when you are the ONLY person in the store.  Attitude out the yin-yang for wanting two sandwiches (one for me, one for co-worker who loves him a no-onion Vito easy on the mayo) rung up separate.   Sa",2,Positive
49,Jimmy Johns,"This is not a dig to this particular store, but a beef that I have with Jimmy Johns in general.  Where are the freaking pickles? I'm astounded by this. It keeps me up at night. I'm convinced that Jimmy John's is just a front for a spy organization that will be the demise of us all, because we all know it's un-American to serve a sub without pickles. And a big fat pickle on the side is NOT the same.  What am I supposed to do- lob an entire half pickle on my sandwich?  If you ask me, it's adding insult to injury.  Because you know they have pickles there but they won't slice them right.   Otherwise their sandwiches are dece, but I'm too busy flying into a fit of rage every time I get one because they don't have pickles!!!   I think I should go lie down now.   xoxo",3,Negative
50,Jimmy Johns,"I hate to knock a JJ's, but it has to be done. This Jimmy Johns is tiny and has no seating. I don't think it's even big enough to house any Free Smells! Our group of three could not find a table at lunch, sadly. At least it was a nice day and we could take our Beach Clubs (with barely any avocado) to go! There are two lines, and each line has its own sandwich-making station. So move to the left or to the right (y'all) after ordering...but both 'waiting' areas kind of lead to little areas commonly referred to as 'nooks'. Sorry, there are plenty of other JJ's in the Sea! Next!",2,Negative
51,Jimmy John's,"Online ordering AND delivery of ONE sandwich for lunch?! BRILLIANT! When it's sweltering and nauseatingly hot outside, I sometimes don't eat (or don't go out) because I'm too delicate to be beaten by the cruel, cruel sun. I just can't stand it. Today, I ordered my sandwich online. Quick and easy! There are also vegetable choices here (cucumber, sprouts) that I never think of getting in the store (where I often have to repeat my order four times and forget stuff). I swear my sandwich got to me in ten minutes. No apparently delivery fee - how do they do this? And the delivery guy was adorable.",5,Negative
52,Jimmy John's,You know what it is. You know what you want. The bread is so good. That's why you come here. You know what to expect. I'm glad it's near where I live.,5,Positive
53,Jimmy John's,My first time here was on $1 sandwich day. They were so fast I freaked. Even with a line out the door. I also try to soak up as much of the 'free smells' as I can while I'm there.,5,Negative
54,Jimmy John's,"Hey Subway! Yeah, you know which one you are! Pay very close attention! Fast and efficent service Friendly staff Fine sandwich bread and ingredients Clean shop No sketchy day-to-day price fluctuations These are just a few of the reasons why Jimmy Johns is better than the Subway it's across the street from. This is an extremely well-run joint, and I'll continue to venture here often.",4,Positive
55,Jimmy John's,Pretty ridiculous that this place does not deliver fountain drinks.  Even more ridiculous they charge $1.75 for a can of pop.  I Hate this JJs,1,Negative
56,Jimmy John's,"This was a nice change for a sandwich shop.  The sub I got was on french bread, and are slimmer and longer than most places sub shops I've eatten at.  They were quick, and the food was good.  They didn't disappoint.",4,Negative
57,Jimmy John's,"This is my go to Jimmy johns when I'm at home, but I had a really bad experience this weekend. It's funny because i didn't even order any food. I was in front of my building planting flowers when a Jimmy johns delivery person rode up on a bike. She asked to be let into the building and I told her I couldn't and she had to call the person on the intercom to be buzzed up. She proceeded to yell at me about how she's not trying to rob the building and she can't call up because she didn't have the persons last name. Then she asked to use a cell phone to call back to Jimmy johns to get more info. Number one, where is your cell phone? My neighbor who was there agreed to call Jimmy johns, but the number was disconnected. What's going on with Jimmy johns and there crazy delivery bike messengers? I ",2,Negative
58,Jimmy John's,"I came here with my guy for the $1 sub day. This was my first time trying them and what better day to try than $1 sub day. There was a little line, but we were in and out of there about 10 minutes. Subs are good, but not the best I've had. Very quick service.",4,Negative
59,Jimmy John's,"The first time I had Jimmy John's was 2 in the morning after bar-hopping. All I could think was 'best drunk food ever!' A week or so later I had Jimmy John's for the second time (sober) and wow. Amazing. Sure, I can compare & contrast this place to Subway, but I'm not going to do that. I don't think it compares. Different types of bread, ingredients, & over-all taste.  You're able to get your sandwich on deli-type french bread or normal sandwich-sliced bread. Both ways are great. I love that this place isn't skimpy with the fixin's. If you want extra cheese, they' won't complain & whine about having to add more to the sandwich they are already making. They'll do what is asked & best of all: be extremely quick about it. Wam bam thank you Jimmy John's.",4,Positive
60,Jimmy John's,"Really, only 2 stars here? Maybe I am just bias on all Jimmy Johns because I absolutely love them. This place is convenient to my workplace, quick and efficient. The price is expected being as it is downtown. But what I don't get is that their wheat bread actually has more calories/fat then that french bread. Ironic! That being said, I have no problem with this place and will continue to spend my $10 :)",4,Negative
61,Jimmy John's,"BUY ER BEWARE my CREDIT CARD AND PERSONAL INFORMATION WAS STOLEN from here after my last order.... store #1037 225 N Michigan AVE I have been a huge fan of Jimmy Johns for a long time.  Great food and fast, consistent delivery, until I found out that my credit card, and personal information had been stolen after this last order. ALL of my credit card information, name, address ect, were stolen to make a fraudulent XBOX live account, which charged 74.99 to my debit card. The reason that I suspect that is was someone employed at this location, is this account was created and closed the same evening of my Jimmy John's order.  The reason I suspect that it is someone employed at this location, is because it is the only instance that someone would have had access to not only my credit card infor",1,Negative
62,Jimmy John's,"I've never really understood the fascination with Jimmy John's... Their sandwiches are OK but I've never been blown away, and most of the sandwiches I've had I've found to be kind of bland.   And they nickel and dime to death. Today I had the best one I've ever had probably--the Italian Night Club...   It's Italian cuts of meat on...French bread though?  well, I should say what they call French--the real French would be appalled at it though.  It actually reminds me a lot of what Subway's bread used to be.  (I do know that their bread contains no high fructose corn syrup, which is more than Subway can claim). The Vito is a more stripped down version, taking out some of the meats...  it is decent though tastes nothing like a real Italian sub. The menu encourages you to order peppers with it",2,Negative
63,Jimmy John's,"my sandwich is wrong 9 out of 10 times. and if it's right, the 3 people who ordered after me get theirs first.",2,Negative
64,Jimmy John's,Food good but not enough space to eat. Also very cold in winter months; need to install an additional door to stop cold air from entering.,2,Negative
65,Jimmy John's,"This is one of the smaller JJ locations, but they still sport the same menu and speedy service. Same yummy sandwiches that I like at the other locations. If you're gonna franchise it for a downtown lunch, JJ's is a reasonable and healthy option at least. The sandwiches are reliably delicious. They beat Subway all to hell. This location, unbeknownst to many, is also the 'gay disco' JJ's, as the beats were pumpin' when I ate lunch today. It made me want to eat really fast, and rush back to my office to get a lot of work done. Except wait, I don't have an office to rush back to. Everyone in the place was hot, and well dressed. Then, Zohan entered, and cut my hair into a strangely flattering circa 1986 haircut. I looked seelky smooth. Then, this poontüchen and her hot IDF master anti-terror op",4,Positive
66,Jimmy John's,"Standard Jimmy Johns- nothing special on the menu, no complaints about this location- they're quick as usual, not any more or less crowded than all of the similar restaurants in Chicago...........",4,Negative
67,Jimmy John's,"So, I decided to write a review for Jimmy John's for one reason, and one reason only, THE TUNA! Now, if you're anything like me, you're quite afraid to purchase/try tuna from any place other than your mom's kitchen (or your own for that matter). However, on one particular day, when I was in Milwaukee for work, I decided to try, Jimmy John's Tuna because I am friggin tired of the Turkey Tom with Provolone. So, that tuna in Milwaukee was quite yummy. Just plain ol delicious. So, on another occasion, hungry and still friggin tired of the Turkey Tom with Provolone, I decided to eat this tuna again. Once again, it was yummy. What I enjoy about Jimmy John's tuna is it's not too mayonnaise-y. I mean, I really hate the stuff. Have you ever seen the movie, 'Undercover Brother'? Well, that's how I f",4,Negative
68,Jimmy John's,"A great no-nonsense decent sandwich and super fast!  I know JJ is always fast, but this location is nuts, EVERY TIME I order it is done by the time I put my change back in my wallet... it blows my mind.  The bread is tasty as ever too.",4,Negative
69,Jimmy John's,"What is there new to say about a Jimmy Johns? Basically they've reached their upper limit, so the only reason to say anything bad about JJs is if there's something sub par compared to every other JJs in the world. There's nothing sup par for this one. I am amazed at how fast these guys can throw together a sandwich, though, but that's there job right? So I guess it's nothing that impressive. There's an older lady that works here which is incredibly un-JJs like to me. So that's cool to see if you come here! Only one set of doors to the outside can make it cold when it's cold, if you're eating-in. That's pretty much it. It's Jimmy John's. You get what they advertise and this place follows through.",4,Negative
70,Jimmy John's,"I'm normally a fan of JJ's--great bread, fresh ingredients, quick service, particularly at this location.  And I love that they have spicy chips. But the extra charge for hot peppers has got to go.  Today I paid $ .45 for 3 (yes, 3) peppers.  that's 15 cents a pepper!   Potbelly's and Subway add them at no charge--and they both have giardineira, which is a staple for me. I'll have to ask for them on the side next time--maybe I'll get more.  Will keep you posted.",2,Negative
71,Jimmy John's,"Huge fan of JJ's ever since Subway made me sick *gags* Well living in the burbs and now working downtown I have noticed all types of price differences....I mean come on 6.00 for one sandwich without any mayo or anything on it?! Are you kidding me, I mean in the West they are only 3.99 at the same chain! I swear its not JJ's that I am faulting but moreso the Loop.....Blame the LOOP for those three stars dammit",3,Negative
72,Jimmy John's,"I know there is nothing 'special' about the Jimmy John's sandwiches, but they are always fresh and fast and that is a lot to ask for in the Loop.  I love this location because the people are really friendly and know what I am talking about when I say I want the 'California' (I am terrible about remembering the names of things)  I don't think $5 for a sandwich that I like is a lot of money - I am more put off by the crappy ones at WolfGang Puck's cafeteria at the Graham School that masquerade as 'gourmet' and are atrocious and cost $7.",4,Negative
73,Jimmy John's,"the only reason they get three stars is because i love jimmy john's. but this one, right across from where i work, doesn't always serve well. i notice that the workers are much more efficient when it's busy and take their time when i'm the only one there. not that i mind waiting for my sandwich, but don't they want to impress me with their sandwich making skills. and furthermore, i get a beach club faster than i get a turkey without tomatoes and mayo. that makes no sense. it's not a bad location, it just makes me wonder.",3,Positive
